,course,Link,Introduction,Address,Contact,Duration,Fee,uni_name,Fac_link
42,BACHELOR OF ITALIAN LANGUAGE AND LINGUISTICS,https://fll.um.edu.my/bachelor-of-italian-language-and-linguistics,Students are awarded the Bachelor of Japanese / German / Italian / French / Spanish Language and Linguistics upon completion of 125 credits of studies. ,"Jln Profesor Diraja Ungku Aziz, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Tel: +603-7967 3177<br/>Fax: +603-7957 9707<br/>Email: dekan_fbl@um.edu.my,4,7900,Universiti Malaya (UM),https://fll.um.edu.my/
43,BACHELOR OF JAPANESE LANGUAGE AND LINGUISTICS,https://fll.um.edu.my/bachelor-of-japanese-language-and-linguistics,Students are awarded the Bachelor of Japanese / German / Italian / French / Spanish Language and Linguistics upon completion of 125 credits of studies. ,"Jln Profesor Diraja Ungku Aziz, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Tel: +603-7967 3177<br/>Fax: +603-7957 9707<br/>Email: dekan_fbl@um.edu.my,4,7900,Universiti Malaya (UM),https://fll.um.edu.my/
44,BACHELOR OF LAWS,https://law.um.edu.my/undergraduate-program-bachelor-of-laws,"Upon completion of the programme, you will be conferred the Bachelor of Laws (Honours) degree. The degree entitles its holder to be admitted as an Advocate and Solicitor of the High Court of Malaya/Sabah/Sarawak after going through a period of pupillage. The programme curriculum comprises both the academic as well as the professional components of legal training. <br/>
The curriculum requires students to fulfil 160 credits within the minimum of 8 semesters and 1 special semester before being awarded the Bachelor of Laws (Honours) degree. The 160 credits are divided into four levels – the First level, the Intermediate levels I and II and the Final level (Professional Level). Mooting and industrial training at law firms, courts and other legal bodies are compulsory to be completed preferably at the Intermediate Level I and Intermediate Level II of the curriculum.<br/>
The Final or Professional level places strong emphasis on practical legal training and comprises subjects such as Professional Practice, Advocacy, Civil Procedure, Criminal Procedure and Evidence. ","Jln Profesor Diraja Ungku Aziz, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Tel: +603-7967 6500/ 6501<br/>Fax: +603-7957 3239<br/>Email: law@um.edu.my,5,8900,Universiti Malaya (UM),https://law.um.edu.my/
45,BACHELOR OF MALAY LINGUISTICS,https://www.umcced.edu.my/programme/satu/bmlg,"The Department of Linguistics focuses on the disciplines of global and general linguistics which include historical linguistics, phonetics, phonology, morphology, syntax, semantics, pragmatics, sociolinguistics, dialectology, lexicology, psycholinguistics and also the latest fields like linguistics and technology, computational linguistics, acoustic phonetics, forensic phonetics, translation, geolinguistics and linguistic applications in language learning.","Jln Profesor Diraja Ungku Aziz, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Tel: +603-7967 3177<br/>Fax: +603-7957 9707<br/>Email: dekan_fbl@um.edu.my,4,8100,Universiti Malaya (UM),https://fll.um.edu.my/
46,BACHELOR OF MALAY LITERATURE,https://www.umcced.edu.my/programme/satu/bml,"This program focuses on the theoretical and practical studies with concentrate on three major fields, the core literature and teaching; management and marketing of literature; and creative literature and editing. Understanding and mastery of History of Malay Literature, Literary Theory, Literary Criticism and genre of literature both in traditional and modern literature are emphasis. In addition, the convergence is also given to the practical and professionalism courses such as Management and Marketing Literature, Literary Editing, Teaching and Evaluation of Literature, Creative Writing and Literature and Law.","Jln Profesor Diraja Ungku Aziz, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Tel: +603-7967 3177<br/>Fax: +603-7957 9707<br/>Email: dekan_fbl@um.edu.my,4,8100,Universiti Malaya (UM),https://fll.um.edu.my/
47,BACHELOR OF MALAY STUDIES,https://www.umcced.edu.my/programme/satu/bms,"Career Opportunity:<br/>
Broadcasting<br/>
Advertising<br/>
Trading<br/>
Entrepreneurship<br/>
Education<br/>
Corporate Management<br/>
Human Resource Management<br/>
Publication
Language and Literature","Jln Profesor Diraja Ungku Aziz, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Tel: +603-7967 3177<br/>Fax: +603-7957 9707<br/>Email: dekan_fbl@um.edu.my,4,10600,Universiti Malaya (UM),https://fll.um.edu.my/
48,BACHELOR OF MECHANICAL ENGINEERING,https://engine.um.edu.my/bachelor-of-mechanical-engineering,"Mechanical engineering is a very broad field; hence mechanical engineers can work in a variety of different industries as well as design a wide range of products. Mechanical engineers develop, design, build, test, and inspect mechanical devices and systems, such as machines, tools, and engines. Mechanical engineers often work on the newest industrial pursuits, particularly in automation and robotics, alternative energies and nanotechnology.<br/>The Mechanical Engineering Programme offers new opportunities for occupational growth, such as designing production projects to harness developments, improvements of technology in healthcare, or designing more powerful computer chips for the ever-growing digital era. The wide career spectrum opens up opportunities for different genders, different levels of ability, and different interests. The key is that the Mechanical Engineering Programme develops a skilled personnel with competent technical and analytical skills that could be of good use wherever needed.","Jln Profesor Diraja Ungku Aziz, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Tel: +603-7967 5200 / 5201 / 5202<br/>Fax: +603-7955 5781<br/>Email: engine@um.edu.my,5,9600,Universiti Malaya (UM),https://engine.um.edu.my/
49,BACHELOR OF MEDIA STUDIES,https://fass.um.edu.my/bachelor-of-media-studies,"The Bachelor in Media Studies programme aims to produce good graduates who are knowledgeable, technology literate and skilled in producing worthwhile media texts, as well as able to zand contribute to the field of media and communication, whether as professional industry practitioners, or as scholars and intellects.
The programme is offered as a full time programme with 122 credits, with a minimum study-duration of 7 semesters plus 1 short semester and a maximum study-duration of 11 semesters. The Bachelor of Media Studies is a 3u1i programme in which students will undergo face-to-face and online classes, undertake assignments and do an academic project for 5 normal semesters and 1 short semester, followed by industrial training internships for 2 semesters.","Jln Profesor Diraja Ungku Aziz, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Tel: +603-7967 5500<br/>Fax: +603-7967 5707<br/>Email: sastera@um.edu.my,4,7700,Universiti Malaya (UM),https://fass.um.edu.my/
50,BACHELOR OF MEDICINE & BACHELOR OF SURGERY #,https://www.umcced.edu.my/programme/satu/medic,"The University of Malaya Medical Programme (UMMP) is a five-year professional undergraduate medical degree offering you clinical experience, research opportunities and elective placements.  On successful completion of the programme, you will be conferred Bachelor of Medicine and Bachelor of Surgery (MBBS) degree.
Our programme will provide you with current best practice in medical education, high teacher- student ratios and extensive educational support. The graduate of this MBBS Programme will be a medical practitioner who is responsive to the health needs of individuals, families, and the society at large. The graduate will also be committed to improve the health care system at all levels.
The UMMP is centred on nurturing fresh insights through innovative educational approaches that foster interdisciplinary discovery.  We also believe that by providing early and sustained clinical experience with essential communication skill give students confidence and the comfort level to excel in their duties during the clinical practice years and beyond.","Jln Profesor Diraja Ungku Aziz, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Tel: +603-7949 2050<br/>Fax: +603-7954 0533<br/>Email: fomadmin@um.edu.my,5,14200,Universiti Malaya (UM),https://medicine.um.edu.my/ug
51,BACHELOR OF MUAMALAT MANAGEMENT,https://apium.um.edu.my/bachelor-of-muamalat-management,"The goal of this program is to produce a balanced human capital in line with the progress of the field of Muamalat studies, especially related to Islamic management and finance through quality education based on Islamic and contemporary scientific traditions, for the sustainability of the ummah and the country.","Jln Profesor Diraja Ungku Aziz, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Tel: +603-7967 6000<br/>Fax: +603-7956 0705<br/>Email: aka_islam@um.edu.my,4,9600,Universiti Malaya (UM),https://apium.um.edu.my/
52,BACHELOR OF MUSIC,https://creativearts.um.edu.my/bachelor-of-music,"Bachelor of Music is one of the core programme started in 1997. After decades of educating and producing quality graduates in music, our programme has been striving to improve teaching and learning on par with leading universities worldwide. The curriculum is designed to develop student’s musical craft and creativity in performance, and theoritical studies in related domains. The Bachelor of Music focuses on four areas of study - music performance, composition, ethnomusicology and music education, taught by leading ethnomusicologist, musicologist, music composers, music educators, and professional performers.","Jln Profesor Diraja Ungku Aziz, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Tel: +603-7967 3454<br/>Fax: +603-7967 3576<br/>Email: creativearts@um.edu.my,4,8700,Universiti Malaya (UM),https://creativearts.um.edu.my/
53,BACHELOR OF NURSING SCIENCE,https://medicine.um.edu.my/bachelor-of-nursing-science-bnsc,"This programme prepares graduates for the contemporary role of applying medical and scientific nursing foundation knowledge in providing nursing care to patient. It also provides a platform for graduates to practice nursing knowledge critically, and ethically based on evidence in health care delivery.","Jln Profesor Diraja Ungku Aziz, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Tel: +603-7949 2050<br/>Fax: +603-7954 0533<br/>Email: fomadmin@um.edu.my,5,9500,Universiti Malaya (UM),https://medicine.um.edu.my/ug
54,BACHELOR OF PHARMACY (HONS.),https://www.umcced.edu.my/programme/satu/pharm,"The Bachelor of Pharmacy (Hons) degree programme that is offered by the University of Malaya holds true to the following philosophy, which is in line with the nation’s requirements:
The programme offers a broad-based curriculum and training with opportunities for specialisation. The programme supports evidence-based practices and consists of dynamic characteristics with room for future advancement.","Jln Profesor Diraja Ungku Aziz, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Tel: +603-7949 2050<br/>Fax: +603-7954 0533<br/>Email: fomadmin@um.edu.my,4,15400,Universiti Malaya (UM),https://pharmacy.um.edu.my/
55,BACHELOR OF PROFESSIONAL MALAY LANGUAGE,https://www.umcced.edu.my/programme/satu/bpml,"This programme will provide the courses that focuses on the corpus study of Malay language. Among the courses offered are Malay Writing, Grammar, Malay Oral, Stylistics, History of Development of Malay Language, Malay Vocabulary and Terminology, Malay Register, Semantics, Malay Language Discourse Analysis, Teaching of Malay Language, Lexicography, Politeness in Malay Language.","Jln Profesor Diraja Ungku Aziz, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Tel: +603-7967 3177<br/>Fax: +603-7957 9707<br/>Email: dekan_fbl@um.edu.my,4,8100,Universiti Malaya (UM),https://fll.um.edu.my/
